Year,N_term,N_tfidf,S_term,S_tfidf
2002,pension,0.4241274640842005,hey,0.444965083779153
2002,immigration,0.41806850031156906,yet,0.4338533922831542
2002,cellphone,0.38254634015437694,bah,0.4237436383248483
2002,surveillance,0.36805342752278736,stroke,0.4041328836345168
2002,test,0.3642195376527584,le,0.3968107799567436
2002,korea,0.3586161601504082,dem,0.3963294607567022
2002,capture,0.35472478814314956,morning,0.3757080922864428
2002,helicopter,0.35472478814314956,everything,0.3483814523244869
2002,weapon,0.34717231833726625,anything,0.33767494073218174
2002,pope,0.3442917061389393,makin,0.3333844663911376
2002,intelligence,0.34122079288005597,girlfriend,0.32357144152419104
2002,prescription,0.3393019712673604,waste,0.32319105644752366
2002,elderly,0.3393019712673604,underneath,0.3125479372416915
2002,monthly,0.3393019712673604,boat,0.3092313435475507
2002,fee,0.3393019712673604,boy,0.3091255810598351
2002,pfizer,0.3393019712673604,lo,0.29631420012427795
2002,school,0.3317424375222766,lover,0.29071885431623323
2002,worldcom,0.3185283811897669,bahda,0.28249575888323225
2002,cia,0.31786432376968005,wherever,0.2797206049173184
2002,nablus,0.30603707212350156,moment,0.27819606833423627
2002,victory,0.30603707212350156,party,0.27018538285052063
2002,budget,0.30082738959512806,escape,0.2634425239147491
2002,nation,0.30036004081141443,jump,0.26113036799191597
2002,warn,0.30015174381343424,hide,0.25896688469387175
2002,powell,0.2975751116141685,ti,0.25744974314719304
2002,russia,0.29711347120506476,position,0.255915594660042
2002,law,0.29349580265305464,woman,0.24867062088279399
2002,north,0.28752414163143947,live,0.24818083084871365
2002,li,0.2855101953347301,huh,0.24502378650596962
2002,acquisition,0.2854291886911412,baby,0.24298377995208728
2002,virus,0.2837798305145196,woman,0.2377223761825971
2002,cruise,0.2837798305145196,people,0.23539667320589225
2002,silva,0.2837798305145196,follow,0.23468242305069353
2002,game,0.2835006130918768,work,0.22925347571405444
2002,tyco,0.27902830339258256,middle,0.22707511723536658
2002,share,0.27902830339258256,drama,0.22514978546593858
2002,disappearance,0.278712333541046,moonlight,0.21948596266357379
2002,sicily,0.278712333541046,gotta,0.2178701593537774
2002,carter,0.278712333541046,butterfly,0.21677625942081358
2002,album,0.278712333541046,without,0.21658373432862277
2002,service,0.27423588717384156,ohh,0.21583380009052347
2002,sailor,0.27382264347892243,bitch,0.214266015057842
2002,mammography,0.27382264347892243,soak,0.21091744159862946
2002,karzai,0.27223065136567287,hella,0.21091744159862946
2002,study,0.27223065136567287,run,0.2063351088710187
2002,lotts,0.26910156341894104,six,0.2009745290473934
2002,seek,0.26740212408455827,lai,0.20010116254228946
2002,caraballo,0.26604359110736214,tire,0.19795501443578395
2002,port,0.26604359110736214,gangsta,0.19275630146024694
2002,crash,0.26604359110736214,remind,0.19100151720325592
2002,school,0.26539395001782135,dancin,0.18828624832345428
2002,homeless,0.26194493787875095,theyre,0.1827968533286014
2002,valley,0.2601315113049763,rock,0.1816343769053665
2002,product,0.2601315113049763,babe,0.18086196005848612
2002,commerce,0.2601315113049763,difference,0.18017046175778817
2002,edison,0.2601315113049763,pain,0.17988702691479122
2002,electronic,0.2601315113049763,fight,0.17852449690856784
2002,mountain,0.2601315113049763,real,0.17713325247333053
2002,board,0.2596245163217817,hot,0.1760263432953514
2002,program,0.2596245163217817,head,0.1748459581783
2002,analyst,0.25900056010862815,he,0.17469988253158014
2002,iraq,0.2547317020268535,gone,0.17395388696310463
2002,knew,0.2544764784505203,foot,0.17391642985204128
2002,package,0.2544764784505203,everyday,0.17160773307810948
2002,factory,0.25174017223062223,inside,0.1712964658687308
2002,immigrant,0.24975054010474856,okay,0.1712266623590448
2002,italy,0.24975054010474856,lifetime,0.17119758051337616
2002,maine,0.24906208529199858,funny,0.1668666893396747
2002,school,0.24880682814170746,pill,0.1666922331955688
2002,cost,0.24880682814170746,hero,0.16653626025187335
2002,arab,0.24683272992420766,rock,0.16588516075075602
2002,iraq,0.24643811172830482,turn,0.16572168772638185
2002,drop,0.2438732918484153,hello,0.16540337572240718
2002,welfare,0.2438732918484153,pass,0.16456514617246792
2002,hostage,0.2438732918484153,youdays,0.16258219456561018
2002,smoke,0.2438732918484153,long,0.1623569611655643
2002,court,0.24372913777146854,light,0.16157221234779848
2002,enron,0.24372913777146854,edge,0.1614609380513646
2002,north,0.24166899835401165,brings,0.16092712625996353
2002,korea,0.24113845251492966,careless,0.16090608946699567
2002,remark,0.24113845251492966,middle,0.16055816370177436
2002,lay,0.2388962858923252,ahh,0.16035504121539634
2002,ebbers,0.2388962858923252,breath,0.15885274698092572
2002,bloomberg,0.2376907769640518,stand,0.1578570268255346
2002,nato,0.23705136009942238,middle,0.15737879412352138
2002,ship,0.23336912647379632,yuh,0.15538829215120267
2002,ship,0.23336912647379632,busta,0.1550863541166393
2002,industry,0.23310050409776534,bad,0.15467965658461358
2002,industrial,0.23310050409776534,watch,0.15159314121136067
2002,innovation,0.23310050409776534,frustrate,0.15136396369984761
2002,development,0.23310050409776534,clothes,0.14866305050261927
2002,california,0.23310050409776534,promise,0.14841319663622832
2002,offer,0.23036606096341536,territory,0.14780199505964564
2002,member,0.23036606096341536,starlight,0.14632397510904918
2002,france,0.22952780409262616,alright,0.14613898887289029
2002,french,0.22952780409262616,dancerie,0.14586813718036054
2002,brandt,0.22952780409262616,comin,0.14530149869200631
2002,household,0.22952780409262616,brings,0.14418587882336
2002,visit,0.22952780409262616,others,0.14418587882336
2003,dean,0.5545091139919196,thoia,1.6294265141099458
2003,frist,0.5545091139919196,wo,0.6528084569268509
2003,surgery,0.5347844138208113,thoing,0.5293041542650142
2003,steinway,0.5107320786767681,suga,0.436997248775089
2003,iii,0.49551878271618344,angel,0.40022090462284793
2003,mermaid,0.4851954747429297,underneath,0.3780743959035816
2003,turkey,0.4827914846993435,send,0.3585397649986619
2003,museum,0.47529352627878824,happy,0.34873306752631944
2003,spam,0.4566545644639338,river,0.3401370338404043
2003,berlusconi,0.41962851869658785,intuition,0.33544378500745753
2003,migrant,0.41962851869658785,magic,0.32454546805547135
2003,division,0.4070319086021479,dem,0.31134628813509685
2003,ferry,0.40154108254587284,jean,0.30790101804748304
2003,powell,0.395369742142571,skee,0.3074505978569059
2003,korea,0.38019829420073303,bump,0.29442365952156685
2003,synagogue,0.3756352062525907,drift,0.2819012814148865
2003,internet,0.37510783733923436,wake,0.2779943499439952
2003,high,0.37510783733923436,forgotten,0.2719566992189669
2003,iranian,0.3724391453394935,ti,0.2561031784210103
2003,school,0.369669546196081,give,0.2551116514872233
2003,polio,0.36107570213427326,thurr,0.24890583211166153
2003,yoga,0.36107570213427326,room,0.24280712182132735
2003,death,0.3594270383114282,aw,0.24119868460081487
2003,tate,0.35286943617667615,headstrong,0.23104546416329982
2003,north,0.34873306752631944,superman,0.2309567710868456
2003,constitution,0.3424909233479504,bit,0.22857429955635547
2003,school,0.34248796191695746,miss,0.2276415582196552
2003,joe,0.3419113465411744,move,0.22556838642134167
2003,gi,0.3419113465411744,angel,0.20849576245799642
2003,bomb,0.3363966474034135,crazy,0.20699508467873318
2003,europe,0.33424025863800705,nineteen,0.20564576412945365
2003,spit,0.32346364982861975,mmm,0.20548366639420335
2003,lunch,0.32186098979956235,babe,0.20386618677352375
2003,explosion,0.3188416617383492,give,0.20169764945708596
2003,art,0.31686235085252545,shirt,0.20035628824792448
2003,alive,0.29858183061103366,save,0.19716006220860519
2003,family,0.29659689464032485,name,0.1949664429291031
2003,republican,0.29111476762941385,beautiful,0.19293951041820695
2003,hussein,0.2854309240282387,shoe,0.19276916766220248
2003,tax,0.28512241019896944,wonderland,0.18781760312629536
2003,specie,0.28401686326415393,igual,0.18053785106713663
2003,iran,0.2837631583538998,problem,0.1776216776654101
2003,fireproof,0.28127273898140853,big,0.1743150737279351
2003,party,0.2782951509275328,forever,0.17286596118344233
2003,strategy,0.2779943499439952,body,0.17171121078846263
2003,de,0.2772545569959598,mess,0.17141367991913253
2003,kock,0.2772545569959598,sing,0.1640815858571617
2003,anguiano,0.27080677660070496,fly,0.16023622921259306
2003,bikram,0.27080677660070496,thinkin,0.16005997836066266
2003,simpson,0.27080677660070496,room,0.15700381894500137
2003,technique,0.27080677660070496,forever,0.15365863216305986
2003,record,0.2676940550305819,cry,0.1526054628123806
2003,sars,0.26570138478195765,landslide,0.1522181881546446
2003,economic,0.26570138478195765,lovely,0.15122975836143263
2003,priest,0.2646520771325071,ima,0.15113472564501187
2003,russian,0.2631568676571822,mi,0.1508614259603012
2003,february,0.2587709198628958,undress,0.15044820922261384
2003,worker,0.2585202662743372,porch,0.1502395264735677
2003,penalty,0.25452877363563525,heart,0.14979376608774841
2003,jiang,0.25314546508326763,unwell,0.14929091530551683
2003,tension,0.25314546508326763,free,0.14909194186940528
2003,zemin,0.25314546508326763,que,0.14820575809375197
2003,credit,0.25171710137238096,dance,0.14785918001015178
2003,celtic,0.25042347083506045,come,0.14775463366429997
2003,net,0.25042347083506045,stone,0.1464741055827712
2003,istanbul,0.25042347083506045,neva,0.14626182427033244
2003,boston,0.25042347083506045,matter,0.14591634127124184
2003,base,0.24710608883910684,uh,0.1453288857789241
2003,economy,0.24526281672180708,try,0.14507701396908593
2003,prior,0.24259773737146484,hate,0.1442619609847198
2003,park,0.24259773737146484,wonderin,0.14309912619146314
2003,kentucky,0.24259773737146484,blue,0.14209734213232808
2003,super,0.24259773737146484,place,0.14155081389335758
2003,bowl,0.24259773737146484,sand,0.14092291985818675
2003,pledge,0.2404275458975094,hell,0.14064004063242377
2003,kharrazi,0.23764676313939412,learn,0.1405775844624636
2003,prewitt,0.23524629078445075,jenny,0.13953333914175756
2003,tax,0.23410050521599596,without,0.1393202885810255
2003,hole,0.23289382787660623,gonna,0.13883119896214466
2003,field,0.23289382787660623,direction,0.1377710884054595
2003,heroin,0.23289382787660623,real,0.13766421207231797
2003,poppy,0.23289382787660623,hurr,0.134177514002983
2003,life,0.2318848449006176,frontin,0.13346860258814616
2003,job,0.2317399126556849,bring,0.1328693472045955
2003,loss,0.2317399126556849,would,0.13226502355944397
2003,software,0.2283272822319669,plenty,0.13213834205764893
2003,union,0.2283272822319669,home,0.1317391514615711
2003,couple,0.2283272822319669,wing,0.13047273270398108
2003,gay,0.2283272822319669,drench,0.1293854599314479
2003,china,0.22564471696826985,older,0.1288627857572583
2003,building,0.2250181911851268,gniht,0.12805158921050516
2003,euro,0.22393637295827526,nwod,0.12805158921050516
2003,soldier,0.2237941936656062,esrever,0.12805158921050516
2003,iraqi,0.22334465179478358,pilf,0.12805158921050516
2003,industry,0.2198908011988615,ym,0.12805158921050516
2003,military,0.21768157057050122,tup,0.12805158921050516
2003,medicaid,0.21725616811470458,dna,0.12805158921050516
2003,suicide,0.21725616811470458,du,0.12726438681781763
2003,size,0.21564243321907983,low,0.12597925701833948
2003,evidence,0.21564243321907983,lord,0.12565188639934943
2004,reagan,0.5447429984378848,flip,0.6633967557510823
2004,congo,0.5368027997393967,motion,0.4840572510087844
2004,devil,0.5076287345361686,reason,0.46590105391889813
2004,hockey,0.454741981304669,sun,0.4591277895009202
2004,hurricane,0.4525372439663519,sorry,0.44310623273429356
2004,team,0.43903356515401515,suga,0.43815195409192487
2004,china,0.42073732952547316,secret,0.39673727549819626
2004,parmalat,0.40966529453796063,piece,0.3735676633635832
2004,turkey,0.40660809084737887,whoa,0.3729546595282771
2004,atkins,0.4006285600996233,heaven,0.36976494439420055
2004,profit,0.38918202981106265,fella,0.3537396890865708
2004,draft,0.37193873459891647,daddy,0.33608117760671996
2004,shot,0.37064955220101203,skee,0.3082629939097526
2004,fund,0.34894615827825615,become,0.3067992567202167
2004,refugee,0.34593958205427794,slow,0.2969829479271583
2004,bantu,0.34593958205427794,southside,0.29156959888125217
2004,diet,0.34339590865682,live,0.2889491356064917
2004,autism,0.34339590865682,lean,0.2863190252659027
2004,brylin,0.3384191563574458,sprung,0.28283577747897
2004,ban,0.3288862223755459,deepest,0.27579828884248536
2004,parliament,0.3243183581758855,meant,0.2720677659397173
2004,ukraine,0.3243183581758855,known,0.2720089455668717
2004,game,0.3243183581758855,american,0.27198515666685874
2004,scrap,0.31555299714410484,tipsy,0.2712480813834679
2004,abroad,0.31385647565408276,breath,0.2664290716699016
2004,vote,0.313190742123842,lord,0.26411781742442897
2004,ginsberg,0.311281713393077,lock,0.2523236808285607
2004,shiite,0.3099509964829658,whenremember,0.24323876863191415
2004,hockey,0.30989823911133,habit,0.24323876863191415
2004,suit,0.3072489709034705,far,0.23991430269229622
2004,cole,0.3072489709034705,fifteen,0.23990673070544957
2004,advertise,0.3031613208697793,lose,0.2390838482112466
2004,juvenile,0.2993707921623559,crowd,0.22893060577121332
2004,mosque,0.291886522358297,toxic,0.22675480910585122
2004,hussein,0.2907884652318801,remember,0.22385089700009558
2004,bin,0.2905295991668718,shoulder,0.22366783322474865
2004,bin,0.2846004236736704,yea,0.2213558850795214
2004,dam,0.2830414762262274,undertow,0.2179419366941951
2004,price,0.2800498415281385,runnin,0.2178971993751539
2004,ayatollah,0.277987164150759,body,0.21621223878392368
2004,egyptian,0.277987164150759,goodbye,0.21189853864736335
2004,ruin,0.277987164150759,pop,0.2116521489553743
2004,captor,0.277987164150759,forget,0.21068319717656056
2004,iowa,0.26655609312922346,people,0.21000608288825717
2004,florida,0.26365451852728233,gettin,0.20792572899999004
2004,teeth,0.2594546865407084,everytime,0.20636600758391493
2004,student,0.25795750947989365,hah,0.20381768803091319
2004,google,0.25520133102364767,sort,0.20179808953166212
2004,power,0.2539280008584106,trade,0.20179808953166212
2004,veteran,0.24902537071446157,milkshake,0.2013010499022738
2004,case,0.24645953024492798,onto,0.20036524080473922
2004,student,0.24605177827312935,taste,0.1984104579676198
2004,iraqi,0.24485068135867094,somewhere,0.19785606912684628
2004,panther,0.24323876863191415,hey,0.1923826782103843
2004,ronald,0.24323876863191415,yeah,0.1906494914283966
2004,woman,0.24323876863191415,goody,0.1902017438926246
2004,resident,0.2432340830234276,hot,0.18862860516846489
2004,laden,0.24210799930572655,jesus,0.1872353408025731
2004,dean,0.24140929189061747,numb,0.18680737430931008
2004,leverage,0.2358678968551895,flag,0.1834923784211822
2004,pope,0.2358678968551895,fire,0.183323886399721
2004,giuliani,0.2358678968551895,woo,0.18278132100289607
2004,incentive,0.2335092178866376,teach,0.1803287167242653
2004,package,0.2335092178866376,brings,0.1789342665797989
2004,machine,0.2335092178866376,caught,0.17876531260432107
2004,edward,0.23276733412020972,name,0.1774840774317335
2004,sox,0.23242367933349747,boo,0.1759371553076839
2004,suicide,0.22893060577121332,fly,0.17384609510617316
2004,disgust,0.22893060577121332,held,0.1710074463354294
2004,kurdish,0.22893060577121332,surrender,0.17069387272415026
2004,fat,0.22893060577121332,life,0.17062022814700276
2004,saudi,0.2284766512536201,hug,0.16988104475879717
2004,college,0.22492614129048144,happy,0.1692922930399146
2004,hit,0.22316324075934987,cut,0.16921012686621398
2004,tauzin,0.22238973132060721,white,0.16835121671319375
2004,web,0.21907513799549153,breakaway,0.1681650746097184
2004,study,0.2164021502717434,dirt,0.16544860952848353
2004,mate,0.21621223878392368,roll,0.16490763975045028
2004,airline,0.21621223878392368,lost,0.16470800721376994
2004,laden,0.21345031775525278,caught,0.16430635349661865
2004,player,0.21324487450337876,everybody,0.15923598039603673
2004,shrine,0.21129425393954318,letter,0.15656748325732406
2004,exercise,0.21129425393954318,let,0.1564432138492969
2004,visit,0.21129425393954318,move,0.1554942738862988
2004,metal,0.21036866476273658,went,0.1547745056879362
2004,web,0.20949060070818876,thing,0.15438806679090444
2004,foreigner,0.20849037311306926,guess,0.15404792911834533
2004,putin,0.20849037311306926,burn,0.15298883070233382
2004,september,0.2083466312854151,uh,0.1526011478795352
2004,oil,0.20507971705896838,everybody,0.15215882571176842
2004,data,0.20507971705896838,salt,0.15158066043488966
2004,sox,0.20507971705896838,ride,0.14963097194141
2004,prisoner,0.20507971705896838,first,0.148823208346009
2004,clue,0.20483264726898032,start,0.14735614963255717
2004,deadlock,0.20483264726898032,theyre,0.14706543069198535
2004,nuclear,0.20483264726898032,yard,0.14706543069198535
2004,pakistan,0.20483264726898032,sink,0.14602534827235444
2004,pachachi,0.20483264726898032,water,0.14602534827235444
2004,cullens,0.2013010499022738,shake,0.14593237760080094
2004,nurse,0.2013010499022738,goooh,0.1441414925226158
2005,firefighter,0.5447429984378848,september,0.4603228309593214
2005,robert,0.4628601547478956,beverly,0.4429714160451119
2005,game,0.4127688194965816,hoe,0.43292401137508735
2005,video,0.4127688194965816,hump,0.4310939407137925
2005,medicaid,0.4127688194965816,lonely,0.425654408002461
2005,luck,0.38918202981106265,cha,0.4185179779972854
2005,hastert,0.3796897851815245,shake,0.4135809620078842
2005,lockheed,0.35380184528278424,best,0.40036707428374635
2005,contract,0.35380184528278424,hill,0.3900820875061807
2005,presidential,0.35380184528278424,beyum,0.37662777078489934
2005,rehnquist,0.34593958205427794,daughter,0.3735380560716924
2005,ebbers,0.335501749837123,yall,0.3472640354962379
2005,cardinal,0.3331951164115293,wake,0.31214656586847145
2005,mechanic,0.33121874877537244,walk,0.3105947047188574
2005,harrison,0.33121874877537244,breath,0.3051042050586804
2005,northwest,0.33121874877537244,bring,0.2975067013395072
2005,hotel,0.32981527950090056,hollaback,0.2889124238772081
2005,lebanon,0.32890143301910024,sir,0.2765760617946638
2005,blair,0.32890143301910024,lose,0.2718353456903725
2005,ice,0.3243183581758855,caught,0.2714184458642356
2005,barber,0.3243183581758855,kno,0.27049307508639797
2005,haircut,0.3243183581758855,grind,0.26983969105575845
2005,denver,0.31769961617229603,girlfriend,0.26066207028055793
2005,corruption,0.3169413809093148,shit,0.25899934596988755
2005,build,0.3169413809093148,lie,0.25578423287754176
2005,minivan,0.3113456238488501,truth,0.2491593999033231
2005,autism,0.2993707921623559,di,0.24841406158152932
2005,hospital,0.29671108000020957,em,0.24376399014419095
2005,syrian,0.2937222866498586,mississippi,0.2396869193126693
2005,chriss,0.2882829850452316,que,0.23666474785807864
2005,education,0.28559581406702517,mother,0.2284766512536201
2005,pope,0.2822358633132954,hah,0.22752180204339045
2005,fat,0.277987164150759,bit,0.2262654532788631
2005,woman,0.27679344802199735,yes,0.2242296633232768
2005,food,0.27679344802199735,thing,0.22290746879518303
2005,lowsugar,0.27152234637981115,someone,0.21992144413460485
2005,sugar,0.27152234637981115,lonely,0.21826789944186348
2005,britain,0.27152234637981115,mr,0.21154836407309643
2005,market,0.26929156424645495,lil,0.2087728225830567
2005,lifer,0.26840139986969835,listen,0.20315075164789753
2005,pope,0.26655609312922346,people,0.19950796258854667
2005,catholic,0.26655609312922346,ahah,0.19321093678563395
2005,america,0.2653513839620881,cool,0.18950340486780576
2005,latin,0.2653513839620881,bye,0.18831388539244967
2005,inauguration,0.2594546865407084,boo,0.1862138672961678
2005,design,0.2594546865407084,thanks,0.18532477610050602
2005,intelligent,0.2594546865407084,dj,0.1851048185639594
2005,poll,0.2593518743960012,whatchu,0.1848357925224044
2005,drug,0.25726915876444234,slow,0.18319953738101702
2005,orphan,0.25520133102364767,mr,0.17960759404951512
2005,orleans,0.2538143672680843,since,0.17875402643508206
2005,cia,0.2515810317174693,sha,0.17740491387398868
2005,strike,0.24841406158152932,de,0.17667340489877345
2005,guest,0.24841406158152932,didits,0.17426061036316237
2005,airline,0.24841406158152932,heaven,0.17357140947949434
2005,vote,0.24796079718637265,cater,0.17323504049701674
2005,north,0.24605177827312935,wish,0.17064541201319822
2005,nuclear,0.24605177827312935,pussy,0.1702617632009844
2005,brooklyn,0.24323876863191415,maybe,0.1694558604728034
2005,bronx,0.24323876863191415,ordinary,0.1692095781787229
2005,park,0.23693874944819862,breakaway,0.1681650746097184
2005,reservation,0.2335092178866376,forever,0.16679229849045543
2005,gm,0.2335092178866376,windmill,0.16679229849045543
2005,sunni,0.23337486794011544,give,0.1666349740750638
2005,hezbollah,0.2323474804842165,thattha,0.1665759660669918
2005,passenger,0.22893060577121332,waste,0.1664049598725788
2005,inconclusive,0.22893060577121332,cum,0.16215605534895172
2005,arm,0.22888688971049784,nothing,0.16202750612386482
2005,social,0.22541890653306604,beggin,0.16152997019316426
2005,pope,0.225258670250048,already,0.15926186018751193
2005,abortion,0.225258670250048,livin,0.15896305744794811
2005,vaccine,0.2245280941217669,load,0.15884980808614801
2005,thimerosal,0.2245280941217669,complex,0.15884980808614801
2005,bridge,0.2245280941217669,pon,0.1563800481003743
2005,dean,0.22029171498739394,true,0.1551133660168513
2005,advise,0.22029171498739394,cryin,0.1538097877942263
2005,rome,0.2178971993751539,slow,0.15367657271728694
2005,immigrant,0.2178971993751539,beautiful,0.15182180297501663
2005,author,0.2177216755782784,nononono,0.15097578742670534
2005,picture,0.21621223878392368,storm,0.15084574798878397
2005,drug,0.21486215457250132,trippin,0.14958363802929767
2005,survivor,0.21324487450337876,spendin,0.14763106696387762
2005,college,0.21253782615974798,slow,0.14735614963255717
2005,shuttle,0.21228110716967052,hot,0.1461539432835736
2005,sport,0.21129425393954318,inside,0.1454974633773924
2005,lawsuit,0.20849037311306926,bird,0.14539423261594006
2005,credit,0.20756374923256676,yellin,0.14514947498780892
2005,sentence,0.2052089356025153,gotta,0.1444033685939475
2005,commander,0.20483264726898032,cock,0.1423002118368352
2005,surplus,0.20483264726898032,nobody,0.1411014326369162
2005,abuse,0.20483264726898032,hazel,0.14100798181560242
2005,medicare,0.20483264726898032,tear,0.14002345924395868
2005,sanchez,0.20483264726898032,soldier,0.1396800488013398
2005,budget,0.20483264726898032,earlier,0.1389935820753795
2005,safety,0.20314240068672848,ding,0.13876040557223732
2005,backcountry,0.20217248301873386,step,0.13816189663701128
2005,worldcom,0.2013010499022738,drill,0.13761928381588667
2005,korea,0.2011358763462959,position,0.13761928381588667
2005,catholic,0.1999170698469176,raw,0.13761928381588667
2005,test,0.1999170698469176,dick,0.13437875460422774
2006,brothel,0.4740246135805581,rompe,0.6158728880989827
2006,price,0.4683426895675306,ha,0.5726911969673267
2006,watt,0.44667703972014133,london,0.5700223524341655
2006,hamas,0.4332169878499658,laffy,0.560910360250312
2006,rate,0.4074427987625571,woo,0.5331901388922656
2006,therapy,0.39704625752901446,taffy,0.505738849406019
