,pos,neg,neu,comp,tag
626,0.148,0.138,0.714,-0.5752,2007
627,0.255,0.116,0.629,0.9797,2007
628,0.091,0.1,0.809,-0.0961,2007
629,0.444,0.093,0.463,0.9982,2007
630,0.161,0.112,0.727,0.9841,2007
631,0.324,0.204,0.473,0.9816,2007
632,0.14,0.034,0.826,0.9632,2007
633,0.232,0.209,0.56,0.5653,2007
634,0.103,0.102,0.795,0.8481,2007
635,0.296,0.057,0.647,0.9992,2007
636,0.099,0.212,0.689,-0.8658,2007
637,0.066,0.041,0.893,0.9287,2007
638,0.125,0.215,0.66,-0.9308,2007
639,0.184,0.283,0.533,-0.9839,2007
640,0.073,0.157,0.77,-0.9874,2007
641,0.177,0.103,0.72,0.9042,2007
642,0.314,0.324,0.361,-0.6969,2007
643,0.29,0.058,0.651,0.9984,2007
644,0.31,0.069,0.621,0.9924,2007
645,0.236,0.147,0.617,0.988,2007
646,0.231,0.127,0.642,0.837,2007
647,0.234,0.017,0.748,0.981,2007
648,0.276,0.191,0.533,0.9761,2007
649,0.368,0.126,0.506,0.991,2007
650,0.212,0.211,0.578,-0.5735,2007
651,0.218,0.168,0.614,0.9114,2007
652,0.34,0.047,0.613,0.9988,2007
653,0.035,0.331,0.634,-0.9991,2007
654,0.144,0.045,0.812,0.9246,2007
655,0.163,0.064,0.773,0.802,2007
656,0.319,0.179,0.502,0.9776,2007
657,0.064,0.038,0.898,0.5106,2007
658,0.199,0.093,0.707,0.9925,2007
659,0.2,0.209,0.591,-0.9334,2007
660,0.286,0.207,0.507,0.9555,2007
661,0.241,0.048,0.712,0.9973,2007
662,0.129,0.087,0.785,0.8165,2007
663,0.248,0.086,0.666,0.995,2007
664,0.149,0.036,0.815,0.9907,2007
665,0.403,0.143,0.454,0.9926,2007
666,0.133,0.123,0.744,-0.7096,2007
667,0.095,0.199,0.706,-0.9838,2007
668,0.291,0.097,0.613,0.9855,2007
669,0.116,0.014,0.87,0.967,2007
670,0.205,0.085,0.709,0.9835,2007
671,0.223,0.154,0.623,0.9775,2007
672,0.174,0.108,0.718,0.1887,2007
673,0.203,0.071,0.726,0.9758,2007
674,0.128,0.047,0.825,0.9834,2007
675,0.237,0.167,0.595,0.9752,2007
676,0.256,0.12,0.624,0.9729,2007
677,0.081,0.118,0.801,-0.5423,2007
678,0.125,0.202,0.673,-0.9916,2007
679,0.244,0.05,0.706,0.9967,2007
680,0.081,0.29,0.628,-0.9969,2008
681,0.324,0.121,0.556,0.997,2008
682,0.163,0.064,0.773,0.802,2008
683,0.282,0.057,0.661,0.9985,2008
684,0.231,0.127,0.642,0.837,2008
685,0.044,0.086,0.87,-0.6249,2008
686,0.305,0.042,0.654,0.9972,2008
687,0.269,0.061,0.67,0.9977,2008
688,0.293,0.038,0.669,0.9971,2008
689,0.266,0.015,0.719,0.9972,2008
690,0.355,0.06,0.585,0.9989,2008
691,0.303,0.123,0.574,0.9832,2008
692,0.057,0.114,0.829,-0.922,2008
693,0.453,0.098,0.449,0.9966,2008
694,0.311,0.063,0.626,0.998,2008
695,0.12,0.136,0.744,-0.6602,2008
696,0.357,0.162,0.481,0.9959,2008
697,0.332,0.107,0.561,0.9966,2008
698,0.174,0.108,0.718,0.1887,2008
699,0.063,0.322,0.615,-0.9792,2008
700,0.234,0.017,0.748,0.981,2008
701,0.302,0.018,0.68,0.9968,2008
702,0.214,0.084,0.702,0.9788,2008
703,0.183,0.119,0.697,0.8021,2008
704,0.081,0.118,0.801,-0.5423,2008
705,0.308,0.224,0.468,0.9961,2008
706,0.297,0.102,0.601,0.9932,2008
707,0.096,0.186,0.718,-0.9677,2008
708,0.095,0.266,0.639,-0.9967,2008
709,0.237,0.213,0.551,0.7149,2008
710,0.188,0.086,0.726,0.9705,2008
711,0.222,0.442,0.337,-0.9565,2008
712,0.053,0.225,0.721,-0.9789,2008
713,0.07,0.101,0.829,-0.8834,2008
714,0.162,0.136,0.702,0.2732,2008
715,0.348,0.169,0.483,0.9775,2008
716,0.104,0.109,0.787,-0.5018,2008
717,0.265,0.066,0.669,0.9976,2008
718,0.289,0.055,0.656,0.9981,2008
719,0.2,0.099,0.701,0.989,2008
720,0.206,0.042,0.752,0.9825,2008
721,0.04,0.422,0.538,-0.9989,2008
722,0.155,0.261,0.585,-0.9954,2008
723,0.075,0.375,0.55,-0.9941,2008
724,0.183,0.144,0.673,0.9468,2008
725,0.433,0.02,0.547,0.9972,2008
726,0.291,0.097,0.613,0.9855,2008
727,0.288,0.014,0.698,0.9975,2008
728,0.056,0.146,0.798,-0.9708,2008
729,0.177,0.078,0.745,0.9885,2008
730,0.164,0.092,0.744,0.8176,2008
731,0.406,0.016,0.578,0.9977,2008
732,0.189,0.0,0.811,0.9001,2008
733,0.107,0.097,0.796,0.7003,2008
734,0.401,0.097,0.502,0.9979,2008
735,0.23,0.077,0.693,0.9729,2008
736,0.138,0.129,0.733,0.6549,2008
737,0.133,0.12,0.747,0.3566,2008
738,0.227,0.103,0.669,0.9814,2008
739,0.521,0.052,0.427,0.9991,2008
740,0.261,0.119,0.62,0.9898,2008
741,0.179,0.064,0.757,0.9871,2008
742,0.181,0.201,0.618,-0.836,2008
743,0.178,0.128,0.694,0.9628,2008
744,0.203,0.0,0.797,0.9681,2008
745,0.151,0.145,0.705,-0.0289,2008
746,0.095,0.06,0.845,0.5859,2008
747,0.059,0.042,0.9,0.8078,2008
748,0.248,0.086,0.666,0.995,2008
749,0.086,0.374,0.54,-0.9986,2008
750,0.016,0.036,0.948,-0.4767,2008
751,0.401,0.119,0.481,0.9988,2008
752,0.154,0.126,0.719,0.9081,2008
753,0.14,0.142,0.718,-0.7717,2008
754,0.303,0.122,0.575,0.9908,2008
755,0.24,0.121,0.639,0.9906,2008
756,0.134,0.108,0.758,0.8625,2008
757,0.234,0.154,0.612,0.9633,2008
758,0.509,0.03,0.461,0.9994,2008
759,0.232,0.143,0.626,0.2667,2008
760,0.117,0.14,0.743,-0.9451,2008
761,0.325,0.0,0.675,0.9981,2008
762,0.109,0.236,0.654,-0.9723,2008
763,0.377,0.119,0.504,0.9977,2008
764,0.133,0.261,0.606,-0.9977,2008
765,0.213,0.296,0.491,-0.9001,2008
766,0.158,0.087,0.755,0.9441,2008
767,0.253,0.07,0.677,0.9984,2008
768,0.321,0.255,0.423,0.9565,2008
769,0.208,0.135,0.658,0.9509,2008
770,0.26,0.007,0.733,0.9885,2008
771,0.254,0.031,0.715,0.9797,2008
772,0.303,0.005,0.692,0.995,2008
773,0.236,0.071,0.693,0.9764,2008
774,0.238,0.11,0.652,0.9756,2008
775,0.244,0.035,0.721,0.9963,2008
776,0.163,0.137,0.7,0.1877,2008
777,0.05,0.083,0.867,-0.886,2009
778,0.21,0.058,0.732,0.9945,2009
779,0.135,0.086,0.779,0.8637,2009
780,0.403,0.053,0.543,0.9991,2009
781,0.234,0.154,0.612,0.9633,2009
782,0.108,0.089,0.803,0.5448,2009
783,0.297,0.102,0.601,0.9932,2009
784,0.194,0.239,0.568,-0.8218,2009
785,0.048,0.237,0.715,-0.9927,2009
786,0.214,0.041,0.746,0.9846,2009
787,0.083,0.336,0.581,-0.9994,2009
788,0.046,0.287,0.667,-0.9854,2009
789,0.308,0.038,0.654,0.9705,2009
790,0.119,0.216,0.665,-0.9905,2009
791,0.147,0.286,0.567,-0.9948,2009
792,0.295,0.025,0.68,0.9958,2009
793,0.104,0.109,0.787,-0.5018,2009
794,0.296,0.069,0.635,0.9976,2009
795,0.165,0.3,0.535,-0.9325,2009
796,0.109,0.088,0.803,0.5924,2009
797,0.367,0.043,0.59,0.9995,2009
798,0.306,0.197,0.497,0.9449,2009
799,0.125,0.047,0.828,0.9392,2009
800,0.348,0.169,0.483,0.9775,2009
801,0.187,0.115,0.698,0.8885,2009
802,0.354,0.011,0.635,0.9973,2009
803,0.272,0.192,0.536,0.972,2009
804,0.336,0.054,0.61,0.9972,2009
805,0.551,0.01,0.439,0.9996,2009
806,0.138,0.081,0.781,0.9691,2009
807,0.181,0.201,0.618,-0.836,2009
808,0.125,0.247,0.628,-0.9906,2009
809,0.281,0.056,0.664,0.9935,2009
810,0.589,0.07,0.341,0.9998,2009
811,0.05,0.23,0.72,-0.9719,2009
812,0.236,0.019,0.745,0.9957,2009
813,0.339,0.123,0.538,0.9911,2009
814,0.134,0.108,0.758,0.8625,2009
815,0.311,0.063,0.626,0.998,2009
816,0.119,0.277,0.604,-0.9886,2009
817,0.174,0.289,0.537,-0.9873,2009
818,0.37,0.209,0.421,0.994,2009
819,0.401,0.119,0.481,0.9988,2009
820,0.183,0.119,0.697,0.8021,2009
821,0.217,0.091,0.692,0.9853,2009
822,0.231,0.156,0.613,0.9299,2009
823,0.286,0.089,0.624,0.9959,2009
824,0.074,0.234,0.692,-0.9894,2009
825,0.233,0.097,0.67,0.9862,2009
826,0.269,0.157,0.573,0.9755,2009
827,0.333,0.196,0.472,0.984,2009
828,0.512,0.069,0.419,0.9997,2009
829,0.057,0.114,0.829,-0.922,2009
830,0.336,0.046,0.618,0.997,2009
831,0.292,0.267,0.441,0.9412,2009
832,0.419,0.024,0.557,0.9996,2009
833,0.401,0.097,0.502,0.9979,2009
834,0.145,0.107,0.747,0.8934,2009
835,0.183,0.175,0.642,-0.3983,2009
836,0.169,0.069,0.762,0.992,2009
837,0.342,0.051,0.607,0.9951,2009
838,0.218,0.152,0.63,0.9426,2009
839,0.351,0.089,0.56,0.9991,2009
840,0.426,0.083,0.491,0.9984,2009
841,0.38,0.068,0.552,0.9996,2009
842,0.106,0.093,0.8,-0.5842,2009
843,0.062,0.171,0.767,-0.9826,2009
844,0.24,0.093,0.666,0.9903,2009
845,0.091,0.065,0.844,0.8316,2009
846,0.278,0.285,0.437,0.7964,2009
847,0.296,0.128,0.575,0.997,2009
848,0.134,0.2,0.666,-0.9827,2009
849,0.146,0.084,0.769,0.6232,2009
850,0.183,0.1,0.716,0.9311,2009
851,0.12,0.136,0.744,-0.6602,2009
852,0.095,0.227,0.678,-0.969,2009
853,0.187,0.033,0.78,0.9738,2009
854,0.354,0.014,0.631,0.9978,2009
855,0.062,0.035,0.903,0.8041,2009
856,0.277,0.084,0.639,0.9947,2009
857,0.303,0.018,0.679,0.9923,2009
858,0.144,0.267,0.589,-0.9866,2009
859,0.288,0.105,0.607,0.9904,2009
860,0.213,0.049,0.738,0.9872,2009
861,0.141,0.19,0.669,-0.9954,2009
862,0.352,0.075,0.573,0.9988,2009
863,0.102,0.198,0.7,-0.9217,2009
864,0.264,0.151,0.585,0.9681,2009
865,0.275,0.037,0.688,0.998,2009
866,0.294,0.221,0.485,0.9191,2009
867,0.28,0.032,0.688,0.9926,2009
868,0.23,0.156,0.614,0.9728,2009
869,0.093,0.098,0.809,0.0217,2009
870,0.383,0.048,0.57,0.9992,2009
871,0.19,0.133,0.677,0.9339,2009
872,0.521,0.067,0.411,0.999,2009
873,0.123,0.072,0.804,0.6842,2009
874,0.151,0.154,0.695,0.6205,2010
875,0.114,0.161,0.725,-0.5778,2010
876,0.119,0.088,0.793,0.8223,2010
877,0.262,0.043,0.695,0.9953,2010
878,0.46,0.012,0.529,0.9991,2010
879,0.355,0.083,0.562,0.9981,2010
880,0.267,0.203,0.53,0.9856,2010
881,0.375,0.315,0.31,-0.6705,2010
882,0.239,0.0,0.761,0.9922,2010
883,0.106,0.133,0.761,-0.7506,2010
884,0.085,0.139,0.776,-0.9582,2010
885,0.366,0.126,0.509,0.9979,2010
886,0.21,0.117,0.673,0.9941,2010
887,0.23,0.165,0.604,0.9442,2010
888,0.431,0.124,0.445,0.9994,2010
889,0.111,0.158,0.731,-0.9732,2010
890,0.18,0.103,0.717,0.9413,2010
891,0.334,0.129,0.537,0.9911,2010
892,0.213,0.067,0.719,0.9891,2010
893,0.19,0.065,0.745,0.9932,2010
894,0.169,0.069,0.762,0.992,2010
895,0.276,0.077,0.648,0.9961,2010
896,0.193,0.116,0.691,0.9618,2010
897,0.168,0.14,0.692,0.9003,2010
898,0.277,0.084,0.639,0.9947,2010
899,0.328,0.251,0.421,0.9394,2010
900,0.289,0.171,0.54,0.9881,2010
901,0.064,0.594,0.342,-0.9995,2010
902,0.403,0.053,0.543,0.9991,2010
903,0.145,0.107,0.747,0.8934,2010
904,0.161,0.053,0.787,0.9888,2010
905,0.367,0.058,0.575,0.9972,2010
906,0.182,0.104,0.714,0.9714,2010
907,0.204,0.083,0.713,0.9884,2010
908,0.281,0.035,0.684,0.9966,2010
909,0.068,0.419,0.513,-0.9991,2010
910,0.313,0.102,0.585,0.9962,2010
911,0.204,0.141,0.655,0.9676,2010
912,0.355,0.144,0.5,0.9952,2010
913,0.156,0.063,0.781,0.9783,2010
914,0.165,0.3,0.535,-0.9325,2010
915,0.12,0.308,0.573,-0.9831,2010
916,0.281,0.056,0.664,0.9935,2010
917,0.373,0.076,0.55,0.9978,2010
918,0.294,0.073,0.633,0.966,2010
919,0.232,0.157,0.612,0.9688,2010
920,0.343,0.031,0.627,0.9971,2010
921,0.363,0.206,0.431,0.9978,2010
922,0.15,0.194,0.655,-0.9658,2010
923,0.109,0.4,0.491,-0.9757,2010
924,0.131,0.118,0.751,0.6057,2010
925,0.243,0.02,0.738,0.9952,2010
926,0.316,0.019,0.665,0.9969,2010
927,0.223,0.247,0.531,-0.5346,2010
928,0.286,0.258,0.457,0.5145,2010
929,0.214,0.041,0.746,0.9846,2010
930,0.157,0.162,0.681,0.6948,2010
931,0.083,0.15,0.767,-0.8689,2010
932,0.171,0.154,0.676,0.3187,2010
933,0.217,0.081,0.702,0.9002,2010
934,0.096,0.363,0.541,-0.9964,2010
935,0.109,0.087,0.804,0.7964,2010
936,0.333,0.196,0.472,0.984,2010
937,0.182,0.096,0.722,0.9688,2010
938,0.506,0.06,0.435,0.9997,2010
939,0.336,0.054,0.61,0.9972,2010
940,0.201,0.159,0.64,0.9431,2010
941,0.213,0.049,0.738,0.9872,2010
942,0.324,0.164,0.512,0.9888,2010
943,0.141,0.19,0.669,-0.9954,2010
944,0.215,0.008,0.777,0.9853,2010
945,0.245,0.017,0.738,0.9929,2010
946,0.23,0.156,0.614,0.9728,2010
947,0.128,0.074,0.798,0.9729,2010
948,0.25,0.168,0.582,0.9558,2010
949,0.192,0.009,0.798,0.9781,2010
950,0.159,0.118,0.723,0.8193,2010
951,0.317,0.089,0.593,0.9987,2010
952,0.203,0.094,0.703,0.9873,2010
953,0.31,0.02,0.671,0.9977,2010
954,0.128,0.106,0.766,0.647,2010
955,0.297,0.018,0.686,0.9975,2010
956,0.226,0.049,0.725,0.9847,2010
957,0.151,0.228,0.621,-0.9785,2010
958,0.426,0.083,0.491,0.9984,2010
959,0.308,0.038,0.654,0.9705,2010
960,0.128,0.228,0.644,-0.961,2010
961,0.128,0.116,0.756,0.8126,2010
962,0.127,0.271,0.602,-0.997,2010
963,0.127,0.126,0.746,0.8012,2010
964,0.229,0.173,0.599,0.9326,2010
965,0.144,0.175,0.682,-0.577,2010
966,0.273,0.119,0.608,0.9787,2010
967,0.155,0.238,0.607,-0.9137,2010
968,0.227,0.157,0.617,0.9381,2010
969,0.387,0.143,0.47,0.9955,2010
970,0.256,0.259,0.486,-0.079,2010
971,0.111,0.087,0.802,0.5924,2010
972,0.615,0.074,0.311,0.9996,2010
973,0.244,0.2,0.556,0.9842,2011
974,0.21,0.142,0.648,0.9552,2011
975,0.18,0.079,0.741,0.959,2011
976,0.22,0.195,0.585,0.5267,2011
977,0.25,0.049,0.701,0.9964,2011
978,0.24,0.17,0.59,0.9179,2011
979,0.329,0.248,0.424,0.9823,2011
980,0.273,0.052,0.675,0.9985,2011
981,0.28,0.168,0.553,0.9758,2011
982,0.268,0.061,0.671,0.997,2011
983,0.128,0.161,0.71,-0.9177,2011
984,0.424,0.162,0.414,0.9976,2011
985,0.337,0.095,0.568,0.9972,2011
986,0.281,0.061,0.659,0.9947,2011
987,0.334,0.129,0.537,0.9911,2011
988,0.386,0.061,0.553,0.9972,2011
989,0.104,0.257,0.639,-0.9853,2011
990,0.223,0.134,0.643,0.9886,2011
991,0.463,0.146,0.391,0.9977,2011
992,0.118,0.016,0.865,0.9799,2011
993,0.151,0.251,0.598,-0.9966,2011
994,0.206,0.097,0.697,0.9873,2011
995,0.123,0.452,0.425,-0.9992,2011
996,0.282,0.253,0.465,0.8389,2011
997,0.428,0.113,0.459,0.9981,2011
998,0.222,0.114,0.664,0.9828,2011
999,0.048,0.109,0.844,-0.8922,2011
1000,0.152,0.109,0.739,0.534,2011
1001,0.31,0.078,0.612,0.9944,2011
1002,0.151,0.105,0.744,0.7845,2011
1003,0.108,0.069,0.823,0.9413,2011
1004,0.192,0.231,0.578,-0.951,2011
1005,0.081,0.188,0.731,-0.9485,2011
1006,0.164,0.198,0.638,-0.9568,2011
1007,0.229,0.173,0.599,0.9326,2011
1008,0.205,0.099,0.696,0.9812,2011
1009,0.15,0.105,0.745,0.7777,2011
1010,0.199,0.139,0.663,0.972,2011
1011,0.147,0.088,0.765,0.9153,2011
1012,0.343,0.031,0.627,0.9971,2011
1013,0.226,0.198,0.576,0.61,2011
1014,0.286,0.129,0.585,0.9741,2011
1015,0.19,0.098,0.713,0.9836,2011
1016,0.239,0.0,0.761,0.9922,2011
1017,0.135,0.164,0.701,-0.9513,2011
1018,0.0,0.238,0.762,-0.9831,2011
1019,0.161,0.201,0.638,-0.9885,2011
1020,0.154,0.078,0.768,0.8271,2011
1021,0.415,0.074,0.511,0.9974,2011
1022,0.287,0.123,0.591,0.9953,2011
1023,0.157,0.215,0.628,-0.9771,2011
1024,0.281,0.035,0.684,0.9966,2011
1025,0.23,0.038,0.731,0.9861,2011
1026,0.208,0.261,0.531,-0.9535,2011
1027,0.219,0.067,0.715,0.9823,2011
1028,0.195,0.083,0.722,0.9884,2011
1029,0.196,0.035,0.769,0.988,2011
1030,0.17,0.069,0.761,0.9722,2011
1031,0.144,0.082,0.774,0.6597,2011
1032,0.303,0.099,0.598,0.9819,2011
1033,0.155,0.162,0.683,-0.6041,2011
1034,0.456,0.2,0.344,0.9956,2011
1035,0.134,0.132,0.734,-0.1262,2011
1036,0.131,0.118,0.751,0.6057,2011
1037,0.276,0.077,0.648,0.9961,2011
1038,0.177,0.231,0.592,-0.8271,2011
1039,0.199,0.25,0.551,-0.8221,2011
1040,0.253,0.067,0.68,0.9687,2011
1041,0.347,0.252,0.401,0.9831,2011
1042,0.258,0.197,0.545,0.9715,2011
1043,0.124,0.099,0.777,0.7085,2011
1044,0.313,0.102,0.585,0.9962,2011
1045,0.049,0.252,0.699,-0.9304,2011
1046,0.246,0.081,0.673,0.9931,2011
1047,0.18,0.103,0.717,0.9413,2011
1048,0.36,0.182,0.457,0.9895,2011
1049,0.417,0.119,0.464,0.9969,2011
1050,0.492,0.066,0.443,0.9987,2011
1051,0.22,0.02,0.76,0.9903,2011
1052,0.207,0.165,0.628,0.8876,2011
1053,0.086,0.219,0.695,-0.946,2011
1054,0.251,0.11,0.639,0.9806,2011
1055,0.072,0.106,0.822,-0.6249,2011
1056,0.208,0.123,0.669,0.9816,2011
1057,0.245,0.089,0.666,0.9864,2011
1058,0.378,0.106,0.516,0.998,2011
1059,0.056,0.042,0.902,0.3612,2011
1060,0.214,0.048,0.738,0.993,2011
1061,0.197,0.088,0.715,0.8723,2011
1062,0.061,0.075,0.864,-0.0826,2011
1063,0.286,0.055,0.659,0.9915,2011
1064,0.37,0.082,0.548,0.9981,2011
1065,0.17,0.127,0.703,0.9474,2011
1066,0.301,0.194,0.505,0.9396,2011
1067,0.185,0.124,0.691,0.9376,2011
1068,0.356,0.056,0.588,0.9943,2011
1069,0.217,0.081,0.702,0.9002,2011
1070,0.148,0.319,0.533,-0.9806,2011
1071,0.154,0.117,0.729,0.8689,2011
1072,0.302,0.107,0.591,0.9971,2011
1073,0.283,0.132,0.585,0.9842,2012
1074,0.101,0.36,0.539,-0.9954,2012
1075,0.164,0.134,0.702,0.8402,2012
1076,0.171,0.245,0.584,-0.9752,2012
1077,0.103,0.151,0.746,-0.743,2012
1078,0.146,0.21,0.644,-0.8638,2012
1079,0.208,0.335,0.458,-0.994,2012
1080,0.347,0.252,0.401,0.9831,2012
1081,0.157,0.048,0.795,0.9641,2012
1082,0.31,0.075,0.615,0.9908,2012
1083,0.17,0.104,0.726,0.9551,2012
1084,0.09,0.261,0.649,-0.9867,2012
1085,0.196,0.035,0.769,0.988,2012
1086,0.245,0.146,0.609,0.9837,2012
1087,0.142,0.115,0.743,0.7845,2012
1088,0.445,0.039,0.516,0.9991,2012
1089,0.177,0.106,0.717,0.9728,2012
1090,0.217,0.296,0.488,-0.9792,2012
1091,0.198,0.234,0.568,-0.089,2012
1092,0.199,0.06,0.741,0.9919,2012
1093,0.236,0.036,0.728,0.9628,2012
1094,0.212,0.103,0.686,0.9565,2012
1095,0.287,0.236,0.477,0.8944,2012
1096,0.156,0.227,0.617,-0.8859,2012
1097,0.326,0.031,0.643,0.9944,2012
1098,0.114,0.232,0.654,-0.9662,2012
1099,0.202,0.061,0.737,0.9734,2012
1100,0.21,0.142,0.648,0.9552,2012
1101,0.343,0.148,0.51,0.9773,2012
1102,0.112,0.031,0.857,0.918,2012
1103,0.27,0.08,0.649,0.9952,2012
1104,0.273,0.083,0.645,0.9937,2012
1105,0.462,0.189,0.349,0.9991,2012
1106,0.318,0.143,0.539,0.9922,2012
1107,0.28,0.168,0.553,0.9758,2012
1108,0.145,0.303,0.552,-0.9956,2012
1109,0.379,0.0,0.621,0.9967,2012
1110,0.102,0.249,0.649,-0.9905,2012
1111,0.099,0.288,0.613,-0.9973,2012
1112,0.062,0.053,0.884,0.3612,2012
1113,0.229,0.1,0.672,0.9246,2012
1114,0.282,0.253,0.465,0.8389,2012
1115,0.22,0.113,0.667,0.9772,2012
1116,0.046,0.423,0.531,-0.9997,2012
1117,0.279,0.105,0.616,0.9927,2012
1118,0.222,0.005,0.773,0.9986,2012
1119,0.254,0.041,0.706,0.9969,2012
1120,0.051,0.275,0.674,-0.9792,2012
1121,0.049,0.252,0.699,-0.9304,2012
1122,0.196,0.105,0.7,0.9614,2012
1123,0.262,0.022,0.716,0.9898,2012
1124,0.17,0.05,0.779,0.9783,2012
1125,0.121,0.283,0.596,-0.9981,2012
1126,0.316,0.084,0.6,0.98,2012
1127,0.232,0.028,0.739,0.9716,2012
1128,0.094,0.512,0.395,-0.9996,2012
1129,0.178,0.057,0.765,0.9662,2012
1130,0.145,0.222,0.633,-0.9544,2012
1131,0.279,0.103,0.617,0.9698,2012
1132,0.205,0.099,0.696,0.9812,2012
1133,0.252,0.03,0.718,0.9914,2012
1134,0.142,0.173,0.685,-0.9066,2012
1135,0.051,0.119,0.831,-0.8701,2012
1136,0.179,0.0,0.821,0.9612,2012
1137,0.388,0.13,0.482,0.9953,2012
1138,0.167,0.0,0.833,0.9565,2012
1139,0.202,0.04,0.758,0.9732,2012
1140,0.035,0.028,0.937,-0.296,2012
1141,0.025,0.067,0.908,-0.6369,2012
1142,0.244,0.2,0.556,0.9842,2012
1143,0.283,0.03,0.687,0.9874,2012
1144,0.139,0.222,0.639,-0.9745,2012
1145,0.544,0.096,0.359,0.9996,2012
1146,0.166,0.199,0.635,-0.7783,2012
1147,0.135,0.071,0.794,0.8553,2012
1148,0.065,0.506,0.429,-0.9993,2012
1149,0.128,0.117,0.755,-0.876,2012
1150,0.101,0.117,0.783,-0.7003,2012
1151,0.266,0.045,0.689,0.9954,2012
1152,0.363,0.131,0.506,0.9957,2012
1153,0.446,0.037,0.517,0.9984,2012
1154,0.352,0.197,0.451,0.986,2012
1155,0.114,0.009,0.877,0.9758,2012
1156,0.192,0.295,0.514,-0.9896,2012
1157,0.332,0.168,0.499,0.9868,2012
1158,0.192,0.084,0.725,0.952,2012
1159,0.504,0.058,0.437,0.9994,2012
1160,0.201,0.071,0.728,0.9891,2012
1161,0.172,0.128,0.7,0.2797,2012
1162,0.101,0.075,0.824,0.7321,2012
1163,0.133,0.112,0.755,0.0108,2012
1164,0.747,0.0,0.253,0.9998,2012
1165,0.629,0.094,0.278,0.9993,2012
1166,0.13,0.083,0.786,0.8611,2012
1167,0.428,0.027,0.544,0.9972,2012
1168,0.188,0.05,0.762,0.9434,2012
1169,0.061,0.031,0.908,0.6124,2012
1170,0.127,0.132,0.74,-0.1779,2012
1171,0.106,0.194,0.7,-0.9908,2013
1172,0.204,0.149,0.648,-0.0387,2013
1173,0.148,0.067,0.785,0.8807,2013
1174,0.0,0.424,0.576,-0.9201,2013
1175,0.26,0.059,0.68,0.9972,2013
1176,0.191,0.193,0.616,-0.4767,2013
1177,0.31,0.174,0.515,0.9913,2013
1178,0.302,0.092,0.606,0.9875,2013
1179,0.105,0.127,0.768,-0.765,2013
1180,0.223,0.096,0.68,0.9826,2013
1181,0.641,0.0,0.359,0.9993,2013
1182,0.202,0.04,0.758,0.9732,2013
1183,0.152,0.062,0.786,0.9097,2013
1184,0.345,0.008,0.646,0.9928,2013
1185,0.301,0.134,0.565,0.9939,2013
1186,0.079,0.49,0.432,-0.9984,2013
1187,0.487,0.076,0.437,0.9984,2013
1188,0.283,0.082,0.635,0.9854,2013
1189,0.242,0.114,0.644,0.9169,2013
1190,0.417,0.0,0.583,0.6124,2013
1191,0.125,0.209,0.666,0.0516,2013
1192,0.207,0.211,0.582,-0.6628,2013
1193,0.211,0.312,0.477,-0.9652,2013
1194,0.132,0.328,0.54,-0.9153,2013
1195,0.17,0.302,0.528,-0.9659,2013
1196,0.747,0.0,0.253,0.9998,2013
1197,0.503,0.134,0.363,0.9976,2013
1198,0.503,0.024,0.473,0.9982,2013
1199,0.533,0.0,0.467,0.9971,2013
1200,0.488,0.063,0.449,0.9997,2013
1201,0.112,0.131,0.757,-0.5823,2013
1202,0.292,0.332,0.375,-0.9309,2013
1203,0.23,0.068,0.702,0.9887,2013
1204,0.192,0.099,0.709,0.9272,2013
1205,0.117,0.093,0.789,0.765,2013
1206,0.299,0.057,0.644,0.9972,2013
1207,0.217,0.296,0.488,-0.9792,2013
1208,0.252,0.396,0.353,-0.9981,2013
1209,0.113,0.128,0.759,-0.374,2013
1210,0.214,0.268,0.518,-0.979,2013
1211,0.248,0.055,0.697,0.9927,2013
1212,0.362,0.173,0.465,0.9984,2013
1213,0.483,0.071,0.446,0.9965,2013
1214,0.147,0.311,0.542,-0.9867,2013
1215,0.051,0.275,0.674,-0.9792,2013
1216,0.172,0.128,0.7,0.2797,2013
1217,0.303,0.123,0.574,0.9975,2013
1218,0.113,0.317,0.57,-0.9754,2013
1219,0.193,0.242,0.565,-0.8907,2013
1220,0.166,0.094,0.739,0.945,2013
1221,0.189,0.172,0.64,0.2415,2013
1222,0.059,0.192,0.75,-0.9673,2013
1223,0.179,0.047,0.774,0.9774,2013
1224,0.222,0.005,0.773,0.9986,2013
1225,0.217,0.163,0.619,0.9106,2013
1226,0.192,0.295,0.514,-0.9896,2013
1227,0.245,0.146,0.609,0.9837,2013
1228,0.133,0.441,0.426,-0.9993,2013
1229,0.081,0.066,0.853,0.6597,2013
1230,0.297,0.286,0.417,0.5644,2013
1231,0.076,0.254,0.67,-0.9693,2013
1232,0.168,0.139,0.693,0.8442,2013
1233,0.125,0.226,0.649,-0.9914,2013
1234,0.282,0.137,0.582,0.9873,2013
1235,0.331,0.178,0.49,0.9887,2013
1236,0.099,0.124,0.778,-0.7845,2013
1237,0.098,0.036,0.866,0.9186,2013
1238,0.2,0.285,0.515,-0.9499,2013
1239,0.069,0.031,0.901,0.7964,2013
1240,0.38,0.103,0.516,0.9965,2013
1241,0.398,0.101,0.501,0.9978,2013
1242,0.089,0.042,0.868,0.7269,2013
1243,0.365,0.07,0.565,0.9976,2013
1244,0.171,0.225,0.604,-0.936,2013
